store_id,influencer_id,rating
45,384,5
45,308,1
45,577,4
45,148,3
45,194,4
45,77,5
46,509,4
46,271,5
46,229,5
46,286,2
46,277,1
46,364,2
46,516,1
46,367,5
46,37,5
46,483,4
46,68,2
46,396,4
46,293,2
46,110,2
46,9,4
47,382,2
47,292,3
47,242,5
47,253,5
47,572,5
47,322,4
47,396,5
47,528,2
47,439,2
47,450,5
47,331,1
47,505,4
47,47,2
47,57,3
47,63,3
48,502,5
48,358,4
48,413,4
48,291,4
48,103,3
48,198,2
48,503,1
48,432,3
48,270,5
48,519,1
48,383,5
48,446,5
48,136,1
48,329,4
48,434,5
49,134,4
49,506,3
49,29,5
49,391,1
49,566,5
49,25,2
49,29,1
49,32,3
49,136,1
49,515,4
49,411,1
49,427,5
49,459,2
49,215,2
49,233,3
50,42,1
50,256,5
50,446,1
50,509,5
50,41,3
50,461,3
50,572,4
50,550,1
50,553,1
50,499,3
50,25,3
50,180,4
50,439,3
50,138,1
50,461,4
51,525,5
51,17,4
51,451,2
51,16,5
51,57,3
51,524,1
51,433,2
51,44,5
51,377,4
51,334,4
51,387,3
51,510,4
51,68,4
51,283,4
51,265,4
52,299,3
52,276,5
52,160,3
52,525,1
52,311,3
52,157,2
52,259,5
52,584,2
52,304,5
52,529,3
52,500,2
52,396,5
52,58,3
52,318,2
52,455,2
53,264,5
53,204,3
53,88,5
53,488,5
53,284,5
53,139,1
53,225,1
53,146,4
53,278,3
53,432,3
53,463,2
53,38,2
53,51,5
53,195,3
53,179,1
54,406,1
54,324,5
54,33,3
54,115,4
54,328,1
54,473,4
54,154,5
54,413,5
54,566,4
54,385,1
54,107,3
54,384,2
54,556,2
54,384,3
54,0,1
55,434,2
55,458,3
55,49,1
55,329,4
55,512,5
55,431,2
55,505,1
55,444,3
55,381,3
55,7,5
55,564,4
55,273,5
55,282,3
55,247,5
55,394,3
56,533,2
56,399,2
56,553,4
56,103,5
56,349,2
56,133,2
56,430,3
56,552,5
56,368,5
56,545,3
56,360,5
56,427,4
56,514,4
56,520,3
56,264,5
57,199,1
57,166,2
57,146,5
57,237,5
57,17,3
57,444,2
57,371,4
57,326,4
57,419,4
57,98,5
57,584,5
57,224,5
57,208,5
57,444,3
57,193,5
58,325,5
58,538,5
58,405,5
58,327,1
58,279,5
58,212,4
58,128,3
58,474,1
58,201,5
58,500,3
58,148,3
58,431,4
58,144,2
58,550,1
58,59,4
59,487,4
59,337,4
59,462,2
59,67,2
59,263,1
59,349,1
59,117,1
59,516,3
59,285,4
59,585,4
59,208,3
59,487,5
59,457,4
59,522,3
59,103,4
60,508,1
60,385,3
60,227,3
60,530,2
60,479,3
60,577,2
60,169,1
60,101,3
60,117,2
60,144,5
60,190,5
60,552,5
60,28,2
60,266,2
60,477,3
61,207,4
61,121,1
61,452,3
61,356,1
61,0,2
61,335,3
61,534,4
61,135,1
61,125,5
61,184,1
61,381,5
61,223,2
61,232,1
61,383,4
61,309,1
62,539,5
62,488,4
62,301,5
62,342,3
62,9,1
62,214,1
62,493,5
62,513,5
62,531,3
62,512,1
62,101,2
62,339,4
62,264,3
62,94,4
62,501,1
63,217,5
63,377,4
63,189,1
63,380,4
63,452,4
63,432,1
63,183,5
63,235,5
63,162,2
63,188,3
63,133,4
63,537,5
63,14,4
63,284,5
63,2,2
64,402,1
64,273,5
64,452,4
64,194,3
64,167,2
64,264,4
64,152,4
64,215,1
64,504,3
64,397,2
64,277,4
64,25,3
64,122,1
64,310,2
64,144,2
65,566,2
65,429,3
65,339,3
65,357,1
65,276,4
65,115,4
65,179,2
65,157,1
65,120,4
65,32,3
65,169,1
65,170,3
65,309,4
65,267,1
65,76,2
66,188,3
66,249,4
66,84,2
66,300,1
66,341,2
66,39,4
66,248,4
66,243,3
66,57,1
66,77,3
66,576,2
66,130,2
66,366,5
66,585,5
66,103,4
67,408,3
67,504,3
67,469,5
67,361,2
67,422,1
67,61,1
67,449,1
67,444,5
67,484,1
67,164,4
67,413,2
67,287,5
67,321,2
67,580,1
67,18,1
68,527,4
68,131,3
68,102,2
68,488,5
68,379,2
68,359,4
68,511,5
68,131,5
68,29,2
68,321,2
68,512,3
68,523,2
68,34,3
68,328,3
68,516,4
69,527,3
69,390,2
69,6,1
69,206,5
69,395,1
69,263,1
69,477,1
69,275,2
69,292,3
69,287,4
69,63,5
69,487,1
69,382,1
69,520,5
69,431,1
70,571,3
70,205,1
70,267,3
70,378,2
70,213,1
70,575,4
70,195,2
70,153,4
70,100,5
70,409,5
70,344,4
70,122,4
70,553,2
70,12,5
70,76,1
71,469,5
71,1,5
71,492,5
71,381,5
71,272,2
71,89,5
71,205,5
71,310,5
71,11,2
71,527,2
71,157,1
71,299,3
71,501,5
71,115,4
71,463,4
72,50,2
72,197,1
72,472,4
72,17,4
72,87,1
72,194,2
72,132,4
72,318,4
72,506,4
72,187,3
72,241,5
72,64,1
72,380,2
72,488,1
72,168,4
73,13,3
73,114,1
73,285,1
73,141,1
73,230,1
73,227,2
73,524,3
73,188,5
73,535,2
73,69,3
73,221,4
73,175,5
73,395,2
73,88,4
73,20,1
74,130,2
74,18,2
74,455,5
74,113,5
74,445,1
74,260,4
74,35,4
74,442,1
74,21,4
74,312,1
74,184,3
74,22,1
74,577,3
74,58,5
74,47,2
75,113,1
75,505,1
75,310,3
75,107,1
75,28,5
75,265,3
75,72,1
75,585,1
75,353,5
75,487,2
75,79,5
75,294,2
75,103,5
75,328,4
75,195,2
76,385,4
76,163,5
76,46,4
76,161,4
76,189,2
76,260,1
76,98,5
76,74,5
76,467,3
76,292,2
76,538,5
76,410,1
76,22,5
76,515,5
76,217,1
77,463,2
77,547,1
77,76,3
77,315,4
77,197,4
77,205,4
77,340,5
77,144,5
77,564,5
77,17,3
77,298,4
77,67,3
77,322,5
77,97,4
77,5,4
78,523,2
78,36,4
78,391,3
78,303,5
78,18,1
78,557,4
78,561,5
78,136,1
78,10,2
78,53,5
78,525,2
78,313,3
78,159,5
78,526,5
78,167,3
79,468,4
79,470,4
79,172,3
79,449,1
79,430,2
79,412,3
79,217,1
79,383,5
79,439,3
79,539,3
79,368,5
79,546,1
79,197,2
79,158,1
79,367,4
80,336,3
80,403,1
80,501,1
80,296,1
80,564,1
80,182,5
80,275,1
80,325,2
80,321,3
80,306,1
80,522,1
80,26,5
80,543,1
80,383,1
80,534,3
81,530,1
81,450,5
81,52,1
81,517,1
81,19,5
81,418,3
81,350,3
81,340,1
81,112,2
81,73,3
81,495,3
81,146,5
81,41,5
81,536,4
81,82,1
82,270,2
82,145,1
82,6,2
82,356,1
82,549,3
82,403,5
82,54,5
82,195,3
82,424,3
82,107,3
82,437,4
82,527,5
82,320,2
82,385,1
82,511,3
83,216,5
83,163,2
83,449,3
83,516,3
83,238,5
83,197,5
83,380,4
83,251,1
83,471,4
83,484,3
83,311,4
83,292,5
83,500,4
83,150,4
83,569,5
84,7,1
84,325,2
84,512,2
84,411,2
84,210,4
84,200,2
84,468,5
84,436,3
84,384,1
84,264,2
84,295,2
84,44,4
84,28,1
84,414,2
84,234,2
85,412,2
85,165,5
85,224,1
85,108,4
85,187,5
85,191,3
85,418,1
85,317,3
85,427,4
85,115,5
85,417,5
85,256,4
85,233,5
85,355,3
85,372,3
86,383,2
86,330,2
86,205,1
86,149,4
86,90,5
86,104,2
86,426,5
86,263,5
86,503,4
86,432,3
86,176,1
86,30,4
86,522,4
86,135,1
86,319,2
87,530,1
87,32,4
87,29,1
87,567,5
87,244,2
87,376,4
87,40,3
87,582,3
87,20,2
87,35,2
87,503,2
87,568,2
87,292,4
87,164,2
87,366,5
88,61,5
88,282,4
88,106,1
88,320,1
88,533,2
88,97,3
88,367,5
88,363,4
88,106,2
88,506,1
88,87,4
88,271,3
88,419,5
88,400,2
88,25,4
89,550,1
89,487,2
89,183,5
89,303,1
89,510,4
89,483,3
89,105,5
89,287,1
89,557,4
89,265,3
89,328,3
89,509,3
89,351,4
89,342,2
89,55,4
90,539,3
90,478,4
90,573,5
90,519,5
90,576,5
90,464,4
90,479,3
90,61,2
90,283,5
90,105,2
90,34,1
90,92,1
90,201,3
90,65,3
90,234,5
91,117,4
91,117,5
91,413,4
91,314,4
91,529,4
91,529,5
91,108,4
91,68,4
91,445,5
91,160,2
91,132,3
91,433,1
91,168,2
91,545,5
91,214,2
92,86,5
92,364,5
92,302,3
92,109,2
92,351,2
92,162,1
92,53,2
92,92,5
92,188,5
92,288,5
92,256,3
92,479,2
92,480,1
92,218,5
92,505,3
93,505,2
93,548,1
93,242,4
93,27,1
93,298,3
93,29,3
93,487,1
93,366,5
93,383,3
93,512,1
93,557,3
93,537,5
93,318,5
93,346,5
93,349,5
94,28,1
94,110,2
94,357,2
94,245,3
94,157,4
94,200,5
94,563,3
94,19,1
94,437,5
94,572,3
94,501,3
94,150,3
94,355,4
94,466,5
94,502,2
95,281,2
95,565,4
95,174,1
95,576,4
95,175,3
95,282,2
95,360,3
95,310,1
95,360,1
95,326,3
95,535,1
95,168,5
95,541,1
95,270,5
95,141,5
96,155,1
96,28,5
96,88,2
96,62,3
96,445,4
96,346,2
96,225,2
96,51,5
96,543,2
96,344,4
96,91,3
96,358,3
96,500,5
96,222,5
96,192,1
97,197,3
97,103,2
97,303,2
97,576,5
97,83,2
97,129,3
97,347,4
97,436,1
97,429,2
97,23,2
97,457,5
97,381,4
97,221,3
97,249,4
97,513,4
98,576,2
98,177,5
98,29,1
98,429,4
98,0,1
98,584,2
98,237,5
98,340,4
98,261,5
98,266,3
98,246,2
98,356,2
98,225,5
98,38,3
98,434,1
99,440,5
99,107,3
99,341,5
99,189,5
99,383,5
99,306,5
99,417,2
99,259,5
99,162,4
99,442,5
99,92,3
99,384,4
99,185,2
99,468,3
99,76,2
100,436,5
100,133,1
100,543,3
100,112,5
100,356,3
100,36,3
100,251,5
100,266,4
100,395,3
100,368,3
100,223,4
100,243,5
100,546,1
100,131,2
100,78,3
101,506,1
101,201,3
101,492,4
101,377,2
101,282,1
101,549,5
101,392,2
101,88,4
101,546,3
101,523,1
101,50,1
101,578,2
101,16,4
101,212,5
101,308,3
102,129,2
102,276,2
102,267,2
102,200,1
102,482,3
102,191,5
102,447,3
102,485,5
102,81,2
102,92,5
102,336,5
102,370,3
102,309,1
102,496,4
102,505,3
103,301,2
103,472,5
103,54,5
103,456,5
103,490,3
103,193,3
103,89,3
103,264,3
103,292,4
103,303,4
103,203,3
103,404,4
103,146,3
103,87,4
103,435,2
104,293,1
104,348,3
104,66,5
104,145,3
104,582,4
104,527,1
104,283,3
104,130,3
104,177,4
104,555,2
104,391,5
104,229,2
104,469,4
104,48,1
104,564,1
105,315,4
105,179,3
105,489,4
105,268,1
105,37,3
105,321,2
105,10,4
105,84,4
105,112,5
105,42,1
105,169,2
105,41,1
105,400,1
105,245,3
105,40,3
106,48,3
106,415,1
106,197,5
106,423,4
106,31,5
106,135,4
106,148,4
106,187,4
106,367,4
106,305,2
106,536,3
106,288,5
106,345,4
106,199,2
106,226,2
107,528,4
107,181,4
107,172,4
107,534,1
107,407,1
107,218,1
107,321,5
107,505,2
107,436,1
107,20,5
107,324,1
107,537,4
107,576,4
107,189,1
107,381,3
108,249,4
108,209,4
108,13,3
108,173,4
108,566,2
108,458,5
108,356,5
108,78,4
108,378,2
108,457,3
108,204,1
108,174,2
108,28,3
108,337,4
108,207,3
109,265,3
109,96,4
109,291,5
109,426,1
109,397,2
109,575,5
109,564,3
109,541,5
109,352,5
109,446,3
109,408,5
109,26,2
109,567,5
109,97,4
109,368,1
110,91,1
110,265,4
110,27,4
110,119,4
110,273,2
110,204,5
110,468,4
110,342,5
110,264,5
110,425,4
110,304,5
110,128,4
110,550,1
110,411,1
110,13,5
111,36,2
111,73,1
111,149,4
111,432,5
111,479,2
111,120,1
111,135,5
111,51,1
111,17,3
111,153,1
111,499,5
111,442,2
111,249,4
111,551,4
111,313,1
112,33,2
112,36,3
112,464,2
112,514,1
112,529,1
112,234,3
112,282,1
112,517,2
112,486,4
112,407,5
112,424,1
112,103,4
112,85,4
112,272,5
112,19,1
113,498,5
113,178,1
113,384,4
113,75,4
113,177,1
113,395,4
113,434,5
113,118,1
113,442,3
113,525,3
113,214,5
113,317,3
113,551,3
113,176,3
113,580,1
114,290,5
114,281,4
114,345,4
114,411,5
114,198,4
114,465,1
114,151,5
114,34,4
114,90,5
114,381,4
114,204,1
114,251,3
114,56,1
114,21,2
114,536,4
115,363,2
115,28,3
115,240,5
115,455,3
115,493,1
115,270,4
115,360,5
115,338,3
115,567,1
115,523,2
115,165,2
115,510,4
115,30,1
115,374,3
115,100,1
116,274,1
116,379,1
116,27,3
116,111,1
116,76,4
116,183,5
116,147,2
116,564,4
116,524,3
116,541,2
116,385,2
116,343,3
116,208,3
116,270,3
116,88,5
117,474,2
117,103,1
117,205,3
117,583,3
117,29,3
117,134,5
117,74,2
117,18,3
117,320,4
117,241,4
117,438,2
117,457,2
117,560,1
117,548,5
117,389,3
118,424,5
118,275,2
118,42,2
118,331,1
118,289,5
118,351,2
118,559,3
118,106,2
118,384,5
118,1,1
118,576,3
118,436,4
118,463,2
118,399,1
119,478,3
119,526,1
119,120,4
119,543,4
119,532,3
119,529,2
119,517,5
119,86,1
119,528,2
119,481,4
119,247,3
119,281,3
119,152,4
119,357,4
119,63,5
120,359,5
120,45,1
120,104,4
120,309,3
120,481,5
120,419,2
120,319,2
120,567,1
120,227,5
120,117,5
120,99,4
120,394,5
120,141,1
120,317,5
120,97,4
121,149,5
121,235,5
121,77,3
121,175,4
121,354,2
121,480,4
121,445,4
121,436,2
121,359,1
121,132,4
121,406,4
121,454,3
121,524,1
121,387,1
121,285,3
122,230,3
122,291,1
122,63,1
122,90,2
122,475,4
122,76,4
122,330,5
122,304,2
122,66,2
122,509,2
122,404,1
122,66,4
122,374,2
122,153,4
122,493,3
123,409,4
123,184,4
123,267,4
123,278,1
123,178,4
123,28,3
123,174,4
123,184,5
123,569,1
123,33,5
123,582,5
123,11,1
123,133,3
123,199,4
123,66,3
124,361,1
124,472,5
124,170,1
124,539,1
124,396,2
124,23,5
124,398,5
124,90,3
124,527,4
124,535,4
124,463,4
124,406,5
124,86,5
124,476,1
124,142,3
125,180,2
125,163,2
125,172,2
125,136,3
125,83,3
125,214,2
125,172,3
125,19,2
125,127,1
125,308,1
125,435,3
125,343,1
125,401,5
125,376,1
125,313,3
126,381,3
126,487,1
126,96,5
126,35,4
126,303,3
126,166,3
126,313,3
126,380,5
126,199,1
126,412,3
126,475,4
126,579,3
126,526,2
126,579,5
126,438,1
127,250,4
127,182,3
127,395,5
127,540,4
127,532,2
127,184,4
127,190,3
127,421,4
127,294,1
127,510,3
127,167,2
127,360,5
127,567,5
127,292,5
127,110,4
128,118,2
128,263,2
128,174,3
128,89,5
128,51,4
128,581,4
128,335,2
128,433,2
128,152,1
128,16,4
128,460,3
128,70,3
128,496,2
128,273,4
128,126,1
129,496,4
129,465,3
129,61,5
129,408,3
129,529,4
129,99,3
129,283,5
129,63,1
129,120,3
129,459,4
129,237,5
129,59,3
129,15,2
129,33,4
129,472,4
130,21,5
130,94,1
130,171,1
130,232,2
130,401,5
130,187,3
130,525,2
130,166,4
130,38,2
130,411,3
130,568,4
130,3,3
130,73,1
130,399,3
130,245,5
131,121,2
131,21,3
131,20,2
131,493,1
131,409,1
131,136,5
131,142,1
131,553,2
131,279,1
131,230,1
131,143,5
131,257,4
131,186,4
131,399,4
131,208,5
132,84,4
132,150,5
132,222,2
132,119,4
132,330,4
132,540,3
132,198,2
132,44,2
132,430,2
132,483,3
132,473,2
132,513,3
132,577,3
132,253,3
132,329,5
133,202,1
133,47,3
133,510,3
133,410,5
133,484,1
133,420,3
133,374,2
133,561,3
133,499,5
133,223,4
133,458,5
133,38,1
133,288,3
133,35,3
133,189,5
134,445,4
134,47,2
134,432,5
134,19,1
134,225,2
134,190,2
134,133,1
134,475,3
134,32,4
134,211,4
134,497,1
134,40,2
134,185,2
134,267,2
134,331,3
135,172,5
135,500,2
135,379,3
135,395,5
135,346,2
135,539,1
135,399,5
135,141,4
135,86,2
135,40,2
135,75,5
135,144,1
135,171,3
135,4,4
135,95,2
136,240,2
136,292,4
136,77,2
136,420,4
136,117,4
136,51,5
136,182,1
136,300,4
136,209,4
136,552,1
136,536,4
136,296,2
136,389,4
136,304,2
136,390,2
137,56,4
137,365,2
137,53,1
137,539,4
137,270,5
137,236,3
137,303,3
137,505,1
137,59,4
137,315,3
137,10,1
137,167,4
137,388,5
137,140,5
137,322,2
138,304,3
138,414,3
138,387,5
138,240,3
138,428,5
138,167,5
138,357,5
138,457,1
138,424,2
138,70,3
138,527,1
138,112,1
138,563,3
138,505,4
138,568,3
139,176,1
139,365,3
139,57,1
139,319,4
139,439,5
139,316,3
139,474,2
139,308,2
139,426,3
139,46,4
139,26,4
139,232,5
139,447,3
139,153,2
139,564,5
140,185,1
140,123,2
140,516,1
140,240,1
140,261,3
140,409,2
140,362,2
140,52,3
140,227,1
140,346,2
140,13,5
140,576,1
140,212,5
140,28,2
141,283,4
141,331,4
141,523,3
141,114,1
141,225,1
141,331,2
141,316,1
141,307,3
141,5,3
141,426,5
141,486,5
141,38,1
141,382,1
141,405,4
141,321,2
142,189,2
142,479,2
142,246,5
142,306,3
142,570,1
142,321,3
142,94,1
142,29,3
142,346,1
142,583,3
142,481,1
142,291,5
142,495,5
142,185,3
142,26,3
143,585,3
143,180,3
143,13,3
143,96,5
143,435,2
143,27,1
143,503,2
143,471,4
143,304,4
143,515,5
143,278,3
143,132,2
143,486,5
143,333,1
143,190,3
144,78,2
144,523,4
144,472,1
144,102,3
144,6,5
144,451,1
144,516,2
144,355,2
144,553,4
144,30,4
144,299,1
144,574,5
144,247,4
144,251,1
144,246,2
145,129,3
145,511,5
145,334,5
145,256,2
145,502,4
145,237,2
145,21,3
145,426,1
145,324,1
145,275,4
145,424,5
145,81,4
145,307,4
145,71,3
145,514,3
146,470,3
146,352,3
146,346,2
146,317,4
146,73,2
146,293,2
146,71,1
146,355,2
146,8,4
146,226,1
146,40,5
146,518,1
146,429,5
146,410,1
146,330,5
147,52,1
147,336,4
147,64,2
147,66,1
147,471,1
147,262,4
147,495,5
147,258,4
147,256,4
147,49,2
147,113,4
147,323,3
147,291,2
147,31,4
147,362,4
148,393,5
148,530,5
148,482,5
148,3,5
148,79,5
148,233,4
148,439,5
148,11,1
148,172,3
148,267,1
148,127,2
148,30,5
148,400,4
148,167,5
148,201,2
149,19,1
149,471,4
149,390,5
149,298,4
149,187,1
149,354,3
149,566,4
149,556,1
149,169,3
149,84,4
149,21,1
149,398,1
149,420,2
149,390,2
149,159,5
150,406,2
150,191,5
150,227,3
150,68,3
150,71,1
150,429,4
150,336,3
150,500,2
150,457,3
150,138,2
150,374,4
150,565,2
150,393,1
150,196,3
150,576,3
151,59,4
151,180,3
151,574,1
151,372,2
151,127,2
151,583,1
151,214,4
151,399,5
151,342,3
151,369,2
151,290,1
151,428,2
151,229,4
151,141,4
151,87,3
152,570,2
152,283,2
152,346,2
152,556,3
152,151,1
152,536,2
152,259,2
152,329,4
152,503,4
152,3,4
152,212,5
152,544,2
152,428,2
152,366,4
152,208,5
153,583,5
153,306,2
153,382,2
153,515,1
153,186,3
153,370,3
153,110,1
153,583,3
153,482,3
153,79,1
153,347,5
153,420,3
153,40,3
153,64,5
153,9,5
154,20,1
154,476,3
154,556,4
154,148,1
154,415,5
154,315,3
154,376,4
154,362,2
154,289,3
154,287,2
154,384,4
154,422,3
154,447,4
154,157,2
154,428,3
155,304,2
155,354,3
155,127,5
155,437,3
155,21,4
155,554,5
155,431,5
155,8,4
155,212,2
